gouvernement,category,num_bedrooms,num_bathrooms,surface_area,transaction_type,date,price
"Ariana, Ennasr",Maisons et Villas,5,2,340,À Louer,11 janvier 2020,1800
"Ariana, Ariana Ville",Maisons et Villas,1,1,1,À Vendre,11 janvier 2020,0
"Ariana, Ennasr",Appartements,1,1,152,À Vendre,11 janvier 2020,0
"Ariana, Ennasr",Maisons et Villas,4,2,500,À Louer,11 janvier 2020,5500
"Ariana, Ghazela",Maisons et Villas,4,2,375,À Vendre,11 janvier 2020,650000
"Ariana, Jardins D'el Menzah",Maisons et Villas,12,5,700,À Louer,11 janvier 2020,7000
"Ariana, Ennasr",Appartements,2,1,105,À Louer,11 janvier 2020,1500
"Ariana, Autres villes",Appartements,2,1,65,À Louer,11 janvier 2020,1100
"Ariana, Autres villes",Terrains et Fermes,,,,,11 janvier 2020,750
"Ariana, Ghazela",Maisons et Villas,2,1,150,À Vendre,11 janvier 2020,170000
"Ariana, Ariana Ville",Appartements,1,1,60,À Louer,11 janvier 2020,500
"Ariana, Borj Louzir",Appartements,3,1,100,À Louer,11 janvier 2020,550
"Ariana, Ennasr",Appartements,1,1,55,À Louer,11 janvier 2020,900
"Ariana, Ghazela",Maisons et Villas,8,2,240,À Vendre,11 janvier 2020,380000
"Ariana, Chotrana",Appartements,2,2,129,À Vendre,11 janvier 2020,0
"Ariana, La Soukra",Maisons et Villas,3,2,200,À Vendre,11 janvier 2020,0
"Ariana, Raoued",Maisons et Villas,1,1,138,À Vendre,11 janvier 2020,80000
"Ariana, La Soukra",Appartements,3,3,160,À Vendre,11 janvier 2020,350000
"Ariana, Borj Louzir",Maisons et Villas,6,2,250,À Vendre,11 janvier 2020,230000
"Ariana, Autres villes",Appartements,1,2,70,À Louer,11 janvier 2020,1200
"Ariana, Raoued",Maisons et Villas,7,2,500,À Vendre,11 janvier 2020,375000
"Ariana, Ariana",Maisons et Villas,12,5,300,À Vendre,11 janvier 2020,400000
"Ariana, Ariana Ville","Magasins, Commerces et Locaux industriels",2,1,53,À Louer,11 janvier 2020,0
"Ariana, Sidi Thabet",Maisons et Villas,5,1,1000,À Vendre,11 janvier 2020,420000
"Ariana, Autres villes",Terrains et Fermes,,,,,11 janvier 2020,39780
"Ariana, Autres villes",Terrains et Fermes,,,,,11 janvier 2020,250
"Ariana, Raoued",Terrains et Fermes,,,,,11 janvier 2020,450
"Ariana, Raoued",Terrains et Fermes,,,,,11 janvier 2020,450
"Ariana, Jardins D'el Menzah",Appartements,2,1,75,À Louer,11 janvier 2020,850
"Ariana, Autres villes",Terrains et Fermes,,,,,11 janvier 2020,51118119
"Ariana, Autres villes",Terrains et Fermes,,,,,11 janvier 2020,0
"Ariana, Ariana Ville","Magasins, Commerces et Locaux industriels",1,15,,À Louer,11 janvier 2020,150
"Ariana, Mnihla",Appartements,3,1,120,À Vendre,10 janvier 2020,150
"Ariana, Chotrana","Magasins, Commerces et Locaux industriels",1,20,,À Louer,10 janvier 2020,300
"Ariana, Jardins D'el Menzah","Magasins, Commerces et Locaux industriels",1,400,,À Louer,10 janvier 2020,2000
"Ariana, Jardins D'el Menzah","Magasins, Commerces et Locaux industriels",1,1,100,À Louer,10 janvier 2020,650
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",2,2,30,À Vendre,10 janvier 2020,200000
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",1,1,25,À Louer,10 janvier 2020,1500
"Ariana, Ghazela",Maisons et Villas,2,1,1,À Louer,10 janvier 2020,350
"Ariana, Ennasr",Appartements,2,2,120,À Louer,10 janvier 2020,1650
"Ariana, Jardins D'el Menzah",Terrains et Fermes,,,,,10 janvier 2020,0
"Ariana, Autres villes",Bureaux et Plateaux,1,1,288,À Louer,10 janvier 2020,1200
"Ariana, Mnihla",Maisons et Villas,2,1,119,À Vendre,10 janvier 2020,160000
"Ariana, Mnihla","Magasins, Commerces et Locaux industriels",8,8,201,À Vendre,10 janvier 2020,0
"Ariana, Ariana",Appartements,3,1,100,À Vendre,10 janvier 2020,150
"Ariana, Autres villes",Terrains et Fermes,,,,,10 janvier 2020,400
"Ariana, Ariana",Terrains et Fermes,,,,,10 janvier 2020,0
"Ariana, Chotrana",Autre Immobilier,,,,,10 janvier 2020,1100
"Ariana, Ariana Ville",Maisons et Villas,1,1,1,À Vendre,10 janvier 2020,0
"Ariana, Ennasr",Appartements,2,1,120,À Louer,10 janvier 2020,1200
"Ariana, Ariana",Maisons et Villas,15,5,260,À Vendre,10 janvier 2020,0
"Ariana, Autres villes",Terrains et Fermes,,,,,10 janvier 2020,0
"Ariana, Ghazela",Maisons et Villas,5,3,460,À Vendre,10 janvier 2020,450000
"Ariana, Raoued",Appartements,3,1,100,À Louer,10 janvier 2020,520
"Ariana, Raoued",Appartements,3,1,100,À Louer,10 janvier 2020,520
"Ariana, Chotrana","Magasins, Commerces et Locaux industriels",1,1,350,À Louer,10 janvier 2020,0
"Ariana, La Soukra",Terrains et Fermes,,,,,10 janvier 2020,295750
"Ariana, Ariana",Appartements,2,1,97,À Louer,10 janvier 2020,600
"Ariana, Ennasr",Appartements,2,1,100,À Louer,10 janvier 2020,120
"Ariana, Ennasr",Appartements,1,1,70,À Louer,10 janvier 2020,90
"Ariana, La Soukra",Appartements,2,1,120,À Louer,10 janvier 2020,800
"Ariana, Ennasr",Appartements,1,1,100,À Louer,10 janvier 2020,100
"Ariana, Autres villes",Autre Immobilier,,,,,10 janvier 2020,0
"Ariana, Ennasr",Appartements,3,3,135,À Vendre,10 janvier 2020,300
"Ariana, Ghazela",Maisons et Villas,4,3,240,À Louer,10 janvier 2020,1500
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",1,1,1000,À Louer,10 janvier 2020,5000
"Ariana, Ghazela",Appartements,3,2,120,À Vendre,10 janvier 2020,220000
"Ariana, Ariana Ville",Locations de vacances,2,1,65,À Louer,10 janvier 2020,70
"Ariana, Chotrana",Maisons et Villas,4,2,220,À Louer,10 janvier 2020,690
"Ariana, Chotrana",Maisons et Villas,4,2,220,À Louer,10 janvier 2020,700
"Ariana, Ghazela",Appartements,2,2,124,À Vendre,10 janvier 2020,200000
"Ariana, Chotrana",Maisons et Villas,4,3,180,À Vendre,10 janvier 2020,750000
"Ariana, Ariana Ville",Maisons et Villas,1,1,800,À Vendre,10 janvier 2020,1200000
"Ariana, La Soukra",Appartements,2,125,,À Vendre,10 janvier 2020,350000
"Ariana, Autres villes","Magasins, Commerces et Locaux industriels",1,1,45,À Louer,10 janvier 2020,35000
"Ariana, Ariana",Maisons et Villas,2,160,,À Vendre,10 janvier 2020,0
"Ariana, La Soukra",Appartements,2,2,129,À Vendre,10 janvier 2020,360000
"Ariana, La Soukra",Appartements,1,1,1,À Louer,10 janvier 2020,90
"Ariana, Borj Louzir",Appartements,3,1,100,À Vendre,10 janvier 2020,130
"Ariana, Autres villes",Appartements,2,1,88,À Vendre,10 janvier 2020,205000
"Ariana, Autres villes","Magasins, Commerces et Locaux industriels",3,2,330,À Louer,10 janvier 2020,1500
"Ariana, Ennasr",Appartements,3,2,135,À Vendre,10 janvier 2020,280000
"Ariana, Ariana",Terrains et Fermes,,,,,10 janvier 2020,400
"Ariana, Ennasr",Maisons et Villas,4,390,,À Vendre,10 janvier 2020,770000
"Ariana, La Soukra",Terrains et Fermes,,,,,10 janvier 2020,91000
"Ariana, La Soukra",Maisons et Villas,6,5,3117,À Vendre,10 janvier 2020,2950000
"Ariana, Ariana Ville",Appartements,3,1,97,À Louer,10 janvier 2020,600
"Ariana, Ettadhamen",Maisons et Villas,4,1,130,À Vendre,10 janvier 2020,135000
"Ariana, La Soukra",Appartements,3,220,,À Vendre,10 janvier 2020,300000
"Ariana, La Soukra",Appartements,3,1,120,À Louer,10 janvier 2020,240000
"Ariana, Raoued",Terrains et Fermes,,,,,10 janvier 2020,450
"Ariana, La Soukra",Appartements,2,100,,À Vendre,10 janvier 2020,170000
"Ariana, Ennasr",Appartements,1,2,30,À Louer,10 janvier 2020,400
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,10 janvier 2020,500
"Ariana, Chotrana",Appartements,1,1,56,À Vendre,10 janvier 2020,0
"Ariana, Autres villes",Appartements,2,200,,À Vendre,10 janvier 2020,17000
"Ariana, Autres villes",Appartements,3,1,166,À Vendre,10 janvier 2020,0
"Ariana, Ariana",Terrains et Fermes,,,,,10 janvier 2020,900
"Ariana, Raoued",Terrains et Fermes,,,,,10 janvier 2020,90
"Ariana, La Soukra",Maisons et Villas,6,2,228,À Vendre,10 janvier 2020,155000
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,10 janvier 2020,150000
"Ariana, Ghazela",Terrains et Fermes,,,,,10 janvier 2020,700
"Ariana, Ghazela","Magasins, Commerces et Locaux industriels",1,1,50,À Louer,10 janvier 2020,0
"Ariana, Mnihla",Terrains et Fermes,,,,,10 janvier 2020,160
"Ariana, Raoued",Terrains et Fermes,,,,,10 janvier 2020,110
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,10 janvier 2020,35
"Ariana, Chotrana",Terrains et Fermes,,,,,10 janvier 2020,380
"Ariana, La Soukra","Magasins, Commerces et Locaux industriels",,,,,10 janvier 2020,250
"Ariana, Raoued",Terrains et Fermes,,,,,10 janvier 2020,130
"Ariana, Raoued",Terrains et Fermes,,,,,10 janvier 2020,375
"Ariana, Raoued",Terrains et Fermes,,,,,10 janvier 2020,70
"Ariana, Raoued",Terrains et Fermes,,,,,10 janvier 2020,700
"Ariana, Ariana",Terrains et Fermes,,,,,10 janvier 2020,550
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,10 janvier 2020,140
"Ariana, La Soukra",Maisons et Villas,3,2,250,À Vendre,10 janvier 2020,0
"Ariana, La Soukra",Appartements,3,1,178,À Vendre,10 janvier 2020,0
"Ariana, Ariana",Maisons et Villas,15134,18451,15345,À Vendre,10 janvier 2020,1800
"Ariana, Ariana Ville",Maisons et Villas,1233,1233,1233,À Vendre,10 janvier 2020,1800
"Ariana, Ennasr",Terrains et Fermes,,,,,10 janvier 2020,160000
"Ariana, La Soukra",Locations de vacances,3,1,100,À Louer,10 janvier 2020,200
"Ariana, Autres villes",Maisons et Villas,2,1,200,À Vendre,10 janvier 2020,85000
"Ariana, Raoued",Appartements,1,1,1,À Vendre,9 janvier 2020,0
"Ariana, Ariana",Appartements,2,1,105,À Louer,9 janvier 2020,840
"Ariana, Raoued",Maisons et Villas,3,1,120,À Louer,9 janvier 2020,250
"Ariana, Jardins D'el Menzah",Terrains et Fermes,,,,,9 janvier 2020,380
"Ariana, Jardins D'el Menzah",Terrains et Fermes,,,,,9 janvier 2020,0
"Ariana, Ariana Ville","Magasins, Commerces et Locaux industriels",4,2,320,À Vendre,9 janvier 2020,35
"Ariana, Mnihla",Maisons et Villas,0,0,160,À Vendre,9 janvier 2020,0
"Ariana, Ghazela",Appartements,1,1,15,À Louer,9 janvier 2020,300
"Ariana, Raoued","Magasins, Commerces et Locaux industriels",1,1,50,À Louer,9 janvier 2020,600
"Ariana, Ariana",Appartements,2,1,110,À Louer,9 janvier 2020,550
"Ariana, Ennasr",Appartements,3,2,151,À Vendre,9 janvier 2020,335000
"Ariana, Ennasr",Appartements,2,1,90,À Vendre,9 janvier 2020,210000
"Ariana, Chotrana",Terrains et Fermes,,,,,9 janvier 2020,0
"Ariana, Raoued",Terrains et Fermes,,,,,9 janvier 2020,0
"Ariana, Ennasr",Appartements,3,2,230,À Vendre,9 janvier 2020,0
"Ariana, La Soukra",Terrains et Fermes,,,,,9 janvier 2020,0
"Ariana, Autres villes",Appartements,2,1,90,À Louer,9 janvier 2020,90
"Ariana, Autres villes",Appartements,2,1,50,À Louer,9 janvier 2020,100
"Ariana, La Soukra",Appartements,3,2,190,À Louer,9 janvier 2020,1500
"Ariana, La Soukra",Appartements,1,1,90,À Louer,9 janvier 2020,1050
"Ariana, Raoued",Terrains et Fermes,,,,,9 janvier 2020,80000
"Ariana, Ennasr",Maisons et Villas,3,2,100,À Louer,9 janvier 2020,1000
"Ariana, Autres villes",Appartements,2,2,38,À Louer,9 janvier 2020,120
"Ariana, Borj Louzir",Appartements,2,1,1,À Louer,9 janvier 2020,420
"Ariana, Ennasr",Appartements,3,1,130,À Louer,9 janvier 2020,850
"Ariana, Raoued",Maisons et Villas,2,1,1,À Vendre,9 janvier 2020,0
"Ariana, La Soukra",Appartements,3,1,122,À Vendre,9 janvier 2020,185
"Ariana, La Soukra",Terrains et Fermes,,,,,9 janvier 2020,594000
"Ariana, Autres villes",Maisons et Villas,2,2,100,À Louer,9 janvier 2020,550
"Ariana, La Soukra",Appartements,3,1,140,À Louer,9 janvier 2020,1100
"Ariana, Autres villes",Maisons et Villas,4,2,500,À Vendre,9 janvier 2020,870000
"Ariana, La Soukra",Terrains et Fermes,,,,,9 janvier 2020,0
"Ariana, Ghazela",Appartements,2,1,80,À Louer,9 janvier 2020,500
"Ariana, Ghazela",Appartements,3,1,100,À Louer,9 janvier 2020,360
"Ariana, La Soukra",Terrains et Fermes,,,,,9 janvier 2020,0
"Ariana, Ennasr",Terrains et Fermes,,,,,9 janvier 2020,1800
"Ariana, La Soukra",Appartements,3,1,121,À Vendre,9 janvier 2020,185000
"Ariana, La Soukra",Maisons et Villas,3,1,140,À Louer,9 janvier 2020,700
"Ariana, Borj Louzir","Magasins, Commerces et Locaux industriels",1,1,60,À Vendre,9 janvier 2020,0
"Ariana, Ennasr",Appartements,2,1,90,À Louer,9 janvier 2020,850
"Ariana, Ariana",Appartements,4,2,200,À Louer,9 janvier 2020,1500
"Ariana, Mnihla",Appartements,2,1,90,À Louer,9 janvier 2020,0
"Ariana, Ariana Ville","Magasins, Commerces et Locaux industriels",1,1,20,À Vendre,9 janvier 2020,32000
"Ariana, Autres villes",Appartements,2,1,70,À Louer,9 janvier 2020,0
"Ariana, La Soukra",Terrains et Fermes,,,,,9 janvier 2020,85
"Ariana, Ennasr",Appartements,3,1,111,À Vendre,9 janvier 2020,300
"Ariana, Borj Louzir",Appartements,3,1,110,À Louer,9 janvier 2020,800
"Ariana, Ariana",Appartements,2,1,80,À Louer,9 janvier 2020,520
"Ariana, La Soukra",Maisons et Villas,6,5,1100,À Vendre,9 janvier 2020,1650000
"Ariana, Autres villes",Appartements,1,1,60,À Louer,9 janvier 2020,70
"Ariana, La Soukra",Maisons et Villas,3,1,320,À Vendre,9 janvier 2020,600000
"Ariana, Autres villes",Appartements,3,2,110,À Louer,9 janvier 2020,100
"Ariana, Autres villes",Maisons et Villas,3,1,230,À Vendre,9 janvier 2020,0
"Ariana, Autres villes",Maisons et Villas,5,4,450,À Louer,9 janvier 2020,4000
"Ariana, Mnihla",Maisons et Villas,33,33,33,À Vendre,9 janvier 2020,23
"Ariana, Mnihla",Terrains et Fermes,,,,,9 janvier 2020,89000
"Ariana, Borj Louzir",Terrains et Fermes,,,,,9 janvier 2020,750
"Ariana, La Soukra",Appartements,3,1,80,À Louer,9 janvier 2020,680
"Ariana, Raoued",Maisons et Villas,4,250,,À Vendre,9 janvier 2020,375000
"Ariana, La Soukra",Appartements,3,1,80,À Louer,9 janvier 2020,700
"Ariana, Raoued",Maisons et Villas,4,2,170,À Vendre,9 janvier 2020,220
"Ariana, Ghazela","Magasins, Commerces et Locaux industriels",1,0,20,À Louer,9 janvier 2020,400
"Ariana, Borj Louzir","Magasins, Commerces et Locaux industriels",1,1,30,À Louer,9 janvier 2020,350
"Ariana, La Soukra",Appartements,3,1,150,À Vendre,9 janvier 2020,390000
"Ariana, La Soukra",Terrains et Fermes,,,,,9 janvier 2020,800
"Ariana, Raoued",Terrains et Fermes,,,,,9 janvier 2020,370
"Ariana, Ghazela",Maisons et Villas,6,4,360,À Vendre,9 janvier 2020,680000
"Ariana, Jardins D'el Menzah",Maisons et Villas,5,5,300,À Vendre,9 janvier 2020,630000
"Ariana, Ghazela",Bureaux et Plateaux,1,1,160,À Vendre,9 janvier 2020,720000
"Ariana, Ennasr",Appartements,3,2,198,À Vendre,9 janvier 2020,420000
"Ariana, Ennasr",Appartements,3,1,200,À Louer,9 janvier 2020,1800
"Ariana, Ariana","Magasins, Commerces et Locaux industriels",1,1,45,À Vendre,9 janvier 2020,23000
"Ariana, La Soukra",Appartements,2,138,,À Vendre,9 janvier 2020,360000
"Ariana, Autres villes","Magasins, Commerces et Locaux industriels",1,2,500,À Louer,9 janvier 2020,0
"Ariana, La Soukra",Appartements,3,2,230,À Louer,9 janvier 2020,800
"Ariana, La Soukra",Terrains et Fermes,,,,,9 janvier 2020,390000
"Ariana, Ghazela",Terrains et Fermes,,,,,9 janvier 2020,0
"Ariana, Ennasr",Appartements,2,1,78,À Louer,9 janvier 2020,1050
"Ariana, Ariana Ville",Terrains et Fermes,,,,,9 janvier 2020,199200
"Ariana, La Soukra",Maisons et Villas,3,1,110,À Louer,9 janvier 2020,750
"Ariana, Ennasr",Appartements,4,1,130,À Louer,9 janvier 2020,1500
"Ariana, Ariana Ville","Magasins, Commerces et Locaux industriels",1,0,23,À Vendre,9 janvier 2020,0
"Ariana, Ariana",Terrains et Fermes,,,,,9 janvier 2020,0
"Ariana, Ennasr",Appartements,4,3,174,À Vendre,9 janvier 2020,511536
"Ariana, La Soukra",Maisons et Villas,4,2,688,À Vendre,9 janvier 2020,550000
"Ariana, La Soukra",Maisons et Villas,1,60,,À Louer,9 janvier 2020,520
"Ariana, Sidi Thabet",Terrains et Fermes,,,,,8 janvier 2020,1
"Ariana, Ennasr",Appartements,1,1,78,À Louer,8 janvier 2020,1050
"Ariana, Autres villes",Appartements,5,2,185,À Vendre,8 janvier 2020,385000
"Ariana, Ariana",Maisons et Villas,3,1,80,À Louer,8 janvier 2020,500
"Ariana, La Soukra",Appartements,3,3,158,À Vendre,8 janvier 2020,345000
"Ariana, Ennasr",Appartements,2,2,125,À Vendre,8 janvier 2020,259000
"Ariana, La Soukra",Terrains et Fermes,,,,,8 janvier 2020,0
"Ariana, Ennasr",Appartements,4,2,205,À Vendre,8 janvier 2020,295000
"Ariana, La Soukra",Autre Immobilier,,,,,8 janvier 2020,70
"Ariana, Raoued",Terrains et Fermes,,,,,8 janvier 2020,140
"Ariana, Autres villes",Appartements,1,1,45,À Louer,8 janvier 2020,100
"Ariana, Ennasr",Appartements,2,2,117,À Vendre,8 janvier 2020,259000
"Ariana, Autres villes",Appartements,2,1,100,À Louer,8 janvier 2020,150
"Ariana, Autres villes",Maisons et Villas,2,1,150,À Louer,8 janvier 2020,90
"Ariana, Ariana","Magasins, Commerces et Locaux industriels",1,1,60,À Louer,8 janvier 2020,0
"Ariana, Ghazela",Appartements,3,1,110,À Louer,8 janvier 2020,535
"Ariana, Ennasr",Appartements,5,1,130,À Louer,8 janvier 2020,1800
"Ariana, Borj Louzir",Autre Immobilier,,,,,8 janvier 2020,0
"Ariana, Ariana",Maisons et Villas,3,3,3,À Vendre,8 janvier 2020,1199
"Ariana, Autres villes","Magasins, Commerces et Locaux industriels",2,1,60,À Vendre,8 janvier 2020,0
"Ariana, Ennasr",Terrains et Fermes,,,,,8 janvier 2020,0
"Ariana, Raoued",Maisons et Villas,6,2,170,À Vendre,8 janvier 2020,85
"Ariana, Chotrana",Appartements,3,1,120,À Louer,8 janvier 2020,350
"Ariana, Ariana",Terrains et Fermes,,,,,8 janvier 2020,0
"Ariana, Autres villes",Appartements,2,1,125,À Vendre,8 janvier 2020,190
"Ariana, Raoued",Appartements,1,1,1,À Vendre,8 janvier 2020,0
"Ariana, Jardins D'el Menzah",Maisons et Villas,3,2,188,À Louer,8 janvier 2020,700
"Ariana, Ghazela",Appartements,2,1,92,À Vendre,8 janvier 2020,195000
"Ariana, Ghazela",Appartements,7,6,200,À Vendre,8 janvier 2020,600000
"Ariana, La Soukra",Appartements,1,1,60,À Vendre,8 janvier 2020,120
"Ariana, La Soukra",Terrains et Fermes,,,,,8 janvier 2020,0
"Ariana, Jardins D'el Menzah",Appartements,2,1,130,À Vendre,8 janvier 2020,280000
"Ariana, Jardins D'el Menzah",Autre Immobilier,,,,,8 janvier 2020,300
"Ariana, Ghazela",Maisons et Villas,4,2,320,À Vendre,8 janvier 2020,265000
"Ariana, Ghazela",Appartements,2,2,90,À Vendre,8 janvier 2020,125
"Ariana, Ghazela",Appartements,2,1,1,À Louer,8 janvier 2020,1
"Ariana, Ariana Ville",Bureaux et Plateaux,4,2,180,À Louer,8 janvier 2020,2000
"Ariana, Ennasr",Appartements,3,1,140,À Vendre,8 janvier 2020,300000
"Ariana, Ariana Ville","Magasins, Commerces et Locaux industriels",1,1,90,À Louer,8 janvier 2020,1200
"Ariana, La Soukra",Appartements,2,1,100,À Vendre,8 janvier 2020,0
"Ariana, Autres villes",Terrains et Fermes,,,,,8 janvier 2020,48000
"Ariana, Borj Louzir","Magasins, Commerces et Locaux industriels",,,,,8 janvier 2020,0
"Ariana, Autres villes",Appartements,2,1,100,À Vendre,8 janvier 2020,0
"Ariana, Autres villes",Appartements,3,3,201,À Vendre,8 janvier 2020,565000
"Ariana, La Soukra",Appartements,3,1,140,À Louer,8 janvier 2020,0
"Ariana, Jardins D'el Menzah",Maisons et Villas,3,1,260,À Vendre,8 janvier 2020,600000
"Ariana, Ghazela",Maisons et Villas,6,3,463,À Vendre,8 janvier 2020,960000
"Ariana, Jardins D'el Menzah",Maisons et Villas,6,3,500,À Vendre,8 janvier 2020,900000
"Ariana, La Soukra",Terrains et Fermes,,,,,8 janvier 2020,93000
"Ariana, Chotrana",Appartements,3,2,150,À Louer,8 janvier 2020,1000
"Ariana, Raoued",Appartements,3,1,92,À Louer,8 janvier 2020,530
"Ariana, Raoued",Terrains et Fermes,,,,,8 janvier 2020,150
"Ariana, Autres villes",Appartements,1,1,85,À Vendre,8 janvier 2020,0
"Ariana, Jardins D'el Menzah",Terrains et Fermes,,,,,8 janvier 2020,240000
"Ariana, Ghazela",Appartements,1,1,114,À Vendre,8 janvier 2020,143000
"Ariana, Ariana",Appartements,4,2,146,À Louer,8 janvier 2020,750
"Ariana, La Soukra",Appartements,3,1,150,À Vendre,8 janvier 2020,0
"Ariana, Chotrana",Terrains et Fermes,,,,,8 janvier 2020,260
"Ariana, Ariana",Appartements,2,1,122,À Louer,8 janvier 2020,0
"Ariana, Raoued",Maisons et Villas,3,1,98,À Vendre,8 janvier 2020,75000
